paper_id,title,author_year,has_human,has_agent,human_AI_Literacies,agent_AI_Literacies,agree_AI_Literacies,human_Generative_KI,agent_Generative_KI,agree_Generative_KI,human_Prompting,agent_Prompting,agree_Prompting,human_KI_Sonstige,agent_KI_Sonstige,agree_KI_Sonstige,human_Soziale_Arbeit,agent_Soziale_Arbeit,agree_Soziale_Arbeit,human_Bias_Ungleichheit,agent_Bias_Ungleichheit,agree_Bias_Ungleichheit,human_Gender,agent_Gender,agree_Gender,human_Diversitaet,agent_Diversitaet,agree_Diversitaet,human_Feministisch,agent_Feministisch,agree_Feministisch,human_Fairness,agent_Fairness,agree_Fairness,human_decision,agent_decision,agree_decision,human_exclusion_reason,agent_exclusion_reason,human_studientyp,agent_studientyp,agent_confidence,agent_reasoning,category_agreements,category_total,category_agreement_rate
WLV8L8PM,"Guardrails, not guidance: Understanding responses to LGBTQ+ language in large language models",Tint (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Experimentell,Empirisch,0.88,"Das Paper untersucht LLMs (Generative_KI) und analysiert deren Reaktionen auf verschiedene Prompts (Prompting) mit LGBTQ+-Terminologie. Es dokumentiert systematische Bias gegen LGBTQ+-Sprache (Bias_Ungleichheit), mangelnde Repräsentation/Inklusion (Diversitaet) und problematische Safety-Guardrails, die Fairness-Fragen aufwerfen (Fairness). Die technische Komponente (Generative_KI, Prompting) und soziale Komponente (Bias, Diversität, Fairness) sind beide erfüllt.",9,10,90.00%
WNY526GN,Bias and fairness in large language models: A survey,Gallegos (2024),Ja,Ja,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Ja,,Exclude,Include,Nein,Duplicate,,,Literaturreview,0.95,"Das Paper ist ein umfassender Survey zu sozialen Biases in LLMs (Generative_KI) mit explizitem Fokus auf Bias-Evaluation, Fairness-Metriken und Mitigation-Techniken. Es behandelt Bias_Ungleichheit und Fairness substantiell, sowie Diversität durch die Kategorisierung nach sozialen Gruppen in den Taxonomien. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Bias_Ungleichheit, Fairness, Diversitaet) sind erfüllt.",0,0,
WS4KQPWN,Intersectionality in artificial intelligence: Framing concerns and recommendations for action,Ulnicane (2024),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Konzept,Literaturreview,0.85,"Das Paper analysiert Intersektionalität in KI-Systemen (Roboter, Sprachassistenten, HR-Tools), was klassische algorithmische Systeme umfasst (KI_Sonstige=Ja). Es thematisiert Bias durch mangelnde Diversität (Bias_Ungleichheit=Ja, Diversitaet=Ja), verwendet intersektionale Analyse im Sinne von Crenshaw (Feministisch=Ja), und adressiert faire KI-Systeme (Fairness=Ja). Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt.",8,10,80.00%
WTLVG29I,Artificial intelligence in social work: Emerging ethical issues,Reamer (2023),Nein,Ja,,Ja,,,Nein,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,,Include,,,,,Konzept,0.97,"Das Paper behandelt substantiell KI-Kompetenzen und algorithmische Systeme (KI_Sonstige, AI_Literacies) im Kontext Sozialer Arbeit. Es adressiert explizit algorithmischen Bias, ethische Herausforderungen und Fairness bei KI-Anwendungen in der Sozialarbeit. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt.",0,0,
X2QQ4JH6,Artificial Intelligence in Social Work: Emerging Ethical Issues,Reamer (2023),Ja,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Exclude,Include,Nein,Duplicate,,Theoretisch,Theoretisch,0.95,"Das Paper behandelt KI-Ethik explizit im Kontext Sozialer Arbeit (NASW Code), adressiert algorithmischen Bias und Fairness-Fragen sowie professionelle Kompetenzentwicklung (AI Literacy). Beide Bedingungen (Technik: KI_Sonstige, AI_Literacies; Sozial: Soziale_Arbeit, Bias_Ungleichheit, Fairness) sind klar erfüllt.",5,10,50.00%
X54V3JMF,Intersectionality in Artificial Intelligence: Framing Concerns and Recommendations for Action,Ulnicane (2024),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Exclude,Include,Nein,Duplicate,,Konzept,Theoretisch,0.95,"Das Paper wendet explizit Crenshaws Intersektionalitätstheorie auf KI-Systeme an (algorithmische Entscheidungssysteme, Einstellungstools, Voice Assistants) und analysiert Bias, strukturelle Ungleichheiten und Diversitätsprobleme in der KI-Entwicklung. TECHNIK_OK durch KI_Sonstige, SOZIAL_OK durch mehrere Kategorien (Bias, Gender, Diversität, Feministisch, Fairness). Feministische Kategorie klar erfüllt durch expliziten Bezug auf Crenshaw.",9,10,90.00%
X7ZGW6CN,"Intersectional Artificial Intelligence Is Essential: Polyvocal, Multimodal, Experimental Methods to Save AI",Ciston (2024),Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Experimentell,Theoretisch,0.95,"Das Paper verwendet explizit feministische und intersektionale Theorie (queer-feminist, critical race theory) auf KI-Systeme. Es adressiert algorithmischen Bias, Diversität und Fairness in KI. Generative KI wird durch den 'ladymouth'-Chatbot abgedeckt. Feministisch ist klar 'Ja' durch explizite Referenz auf queer-feministische Theorien und intersektionale Frameworks. TECHNIK_OK (Generative_KI, KI_Sonstige) und SOZIAL_OK (Bias, Gender, Diversität, Feministisch, Fairness) → Include.",8,10,80.00%
XCS4YCQH,DigComp 2.1: the digital competence framework for citizens with eight proficiency levels and examples of use.,European Commission. Joint Research Centre. (2017),Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Konzept,Konzept,0.75,"DigComp 2.1 ist ein Framework für digitale Kompetenzen von Bürger:innen der EU-Kommission. Es behandelt allgemeine digitale Kompetenz (nicht spezifisch KI-Kompetenz) ohne Bezug zu KI-Systemen, generativer KI oder sozialen Ungleichheiten im KI-Kontext. Die SOZIAL-Bedingung ist nicht erfüllt, da weder Soziale Arbeit, Bias, Gender, Diversität, feministische Perspektiven noch Fairness substantiell behandelt werden.",9,10,90.00%
XG7RFFC7,Occupational employment statistics,U.S. Bureau of Labor Statistics (2023),Nein,Ja,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Exclude,,,Not_relevant_topic,,Unclear,0.95,"Es handelt sich um eine statistische Datenveröffentlichung des U.S. Bureau of Labor Statistics zu Beschäftigungsstatistiken. Kein Bezug zu KI, Machine Learning oder sozialen Themen im Sinne der Kategorien. Kein Abstract verfügbar, aber Titel und Herausgeber lassen klar auf reine Arbeitsmarktstatistik schließen.",0,0,
XIYX5HJS,Towards substantive equality in artificial intelligence: Transformative AI policy for gender equality and diversity,Ricaurte Quijano (2024),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Ja,,,Ja,,,Ja,,,Ja,,Exclude,Include,Nein,Duplicate,,,Konzept,0.92,"Das Paper behandelt algorithmische Diskriminierung und AI-Governance (KI_Sonstige) und adressiert substantiell Gender-Gleichstellung, Diversität, intersektionale Analyse (explizit erwähnt, feministischer Rahmen), algorithmischen Bias und Fairness. Es verbindet transformative Politikempfehlungen mit Machtstrukturkritik aus intersektionaler Perspektive – Feministisch gilt als Ja aufgrund expliziter intersektionaler Geschlechteranalyse. TECHNIK_OK und SOZIAL_OK erfüllt.",0,0,
XJCEMM3D,A formal account of AI trustworthiness: Connecting intrinsic and perceived trustworthiness in an operational schematization,Bisconti (2024),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,Exclude,Exclude,Ja,Duplicate,Not_relevant_topic,,Theoretisch,0.88,"Das Paper entwickelt ein formales Konzept der KI-Vertrauenswürdigkeit (AI trustworthiness) mit mathematischer Formalisierung. Zwar ist KI_Sonstige erfüllt, jedoch fehlt jeglicher sozialer Bezug (keine Soziale Arbeit, kein Bias/Ungleichheit, kein Gender, keine Diversität, keine Fairness im technischen Sinne). Allgemeine Vertrauenswürdigkeitsdiskussion ohne spezifischen Fairness-Fokus oder sozialen Kontext.",0,0,
XK6G84V7,Algorithmic discrimination: examining its types and regulatory measures with emphasis on US legal practices,Wang (2024),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,Exclude,Include,Nein,Not relevant topic,,,Theoretisch,0.85,"Das Paper behandelt algorithmische Diskriminierung als KI/ML-Thema (KI_Sonstige) und adressiert substantiell Bias, Ungleichheit und Fairness. Es identifiziert fünf Typen algorithmischer Diskriminierung und analysiert Regulierungsmaßnahmen. Beide Bedingungen (Technik: KI_Sonstige; Sozial: Bias_Ungleichheit, Fairness) sind erfüllt, daher Include.",0,0,
XQM6WRU2,Exploring machine learning to support decision-making for placement stabilization and preservation in child welfare,Cher (2024),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Empirisch,Empirisch,0.92,"Das Paper verwendet klassisches Machine Learning (Random Forest, logistische Regression) zur Vorhersage von Placement-Disruption in der Kinder- und Jugendhilfe – klarer KI_Sonstige-Bezug. Der direkte Bezug zur sozialarbeiterischen Praxis (Kinder- und Jugendhilfe, Family First Prevention Services Act) erfüllt Soziale_Arbeit. Fairness-Überlegungen zum Modell werden explizit erwähnt. Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt.",7,10,70.00%
XW8NHCIE,"Gender, race, and intersectional bias in AI resume screening via language model retrieval",Wilson (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Include,Include,Ja,,,Experimentell,Empirisch,0.97,"Das Paper untersucht LLM-basiertes Resume Screening auf intersektionalen Bias (Gender, Race). Es verwendet explizit Intersektionalitätstheorie (Crenshaw) und validiert deren drei Kernhypothesen empirisch. Technik-Kriterien erfüllt durch LLMs und algorithmische Entscheidungssysteme. Sozial-Kriterien erfüllt durch Bias_Ungleichheit, Gender, Diversität, Fairness und feministische Intersektionalitätstheorie.",7,10,70.00%
XXCDL3A3,Factoring the Matrix of Domination: A Critical Review and Reimagination of Intersectionality in AI Fairness,Ovalle (2023),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Literaturreview,Literaturreview,0.95,"Das Paper untersucht AI Fairness-Literatur durch eine explizit intersektionale Linse (Konzept nach Crenshaw), analysiert Machtstrukturen und Unterdrückungssysteme im KI-Kontext. KI_Sonstige: algorithmische Fairness-Systeme; Bias_Ungleichheit: strukturelle Diskriminierung in KI; Feministisch: explizite Verwendung intersektionaler Theorie; Fairness: direkte Auseinandersetzung mit Fairness-Metriken und deren Grenzen. Alle Bedingungen erfüllt.",9,10,90.00%
XY2WVKBY,"Governing discriminatory content in conversational AI: A cross-system, cross-lingual, and cross-topic audit",Zeng (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Experimentell,Empirisch,0.88,"Das Paper führt ein systematisches Audit konversationeller KI-Systeme (generative KI) durch und untersucht substantiell, wie diese diskriminierender Inhalte regulieren – damit sind Bias_Ungleichheit, Diversitaet und Fairness klar adressiert. Die cross-system, cross-lingual, cross-topic Analyse prüft Unterschiede in Refusal-Strategien und Value Alignment. TECHNIK (Generative_KI) und SOZIAL (Bias_Ungleichheit, Diversitaet, Fairness) sind beide erfüllt → Include.",8,10,80.00%
XZ6Z8A9C,Trustworthy AI and the Logics of Intersectional Resistance,Knowles (2023),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Exclude,Include,Nein,Not relevant topic,,Theoretisch,Theoretisch,0.88,"Das Paper untersucht KI-Ethik-Frameworks (KI_Sonstige) aus explizit intersektional-feministischer Perspektive (Feministisch = Ja, da intersektionale Analyse nach Crenshaw verwendet wird). Es thematisiert Bias und Ungleichheit gegenüber marginalisierten Gruppen (Bias_Ungleichheit) sowie Diversität und Inklusion (Diversitaet). Fairness wird durch Kritik an dominanten Frameworks und Vorschläge zur Umgestaltung substantiell behandelt. TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (mehrere Kategorien) erfüllt.",9,10,90.00%
Y4BMCI2J,Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Asseri (2024),Ja,Ja,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Ja,,Exclude,Include,Nein,Duplicate,,,Literaturreview,0.97,"Das Paper behandelt substantiell Prompt-Engineering-Techniken (fünf spezifische Ansätze) zur Reduzierung kulturellen Bias in LLMs – sowohl TECHNIK (Generative_KI + Prompting) als auch SOZIAL (Bias_Ungleichheit gegen Araber/Muslime, Diversität, algorithmische Fairness) sind klar erfüllt. Systematisches Review nach PRISMA-Leitlinien mit konkreten Bias-Reduktionsmetriken.",0,0,
Y6M97SWQ,Algorithmic-Assisted Decision-Making Tools in Child Welfare Practice: A Systematic Review,Yu (2025),Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Literaturreview,Literaturreview,0.97,"Das Paper behandelt algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) in der Kindeswohlfahrt (Soziale_Arbeit) mit explizitem Fokus auf Bias (Bias_Ungleichheit) und Fairness-Aspekten wie Transparenz, ethische Leitlinien und Audits. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt. PRISMA-geleitetes systematisches Review.",8,10,80.00%
Y6SAPNT2,Fairness Beyond the Algorithmic Frame: Actionable Recommendations for an Intersectional Approach,Vethman (2025),Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Empirisch,Konzept,0.92,"Das Paper behandelt algorithmische Fairness und Bias in KI-Systemen (KI_Sonstige) mit explizitem Intersektionalitätsbezug (Feministisch – Crenshaw-Tradition), kritisiert die Reduktion von Intersektionalität auf technische Bias-Messungen (Bias_Ungleichheit), und entwickelt ein Framework für Diversität und Inklusion in KI-Entwicklungsprozessen (Diversitaet, Fairness). TECHNIK_OK und SOZIAL_OK sind erfüllt.",8,10,80.00%
Y8J3HI9J,Artificial Intelligence in a Structurally Unjust Society,Lin (2022),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Include,Include,Ja,,,Theoretisch,Theoretisch,0.85,"Das Paper behandelt AI-Systeme (KI_Sonstige) im Kontext struktureller Ungerechtigkeit, mit klarem Fokus auf algorithmischen Bias (Bias_Ungleichheit) und Fairness-Konzepten in KI-Systemen. Als Beispiel dient Healthcare-KI. Die Verbindung von AI-Bias und sozialer Strukturungerechtigkeit sowie praktische Empfehlungen für collective action erfüllen beide Bedingungen für Inclusion (TECHNIK + SOZIAL).",7,10,70.00%
YDW5TX8M,"Imagination, Algorithms and News: Developing AI Literacy for Journalism",Deuze (2022),Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Unclear,Konzept,0.7,"Das Paper behandelt AI Literacy im Journalismus-Kontext (Algorithmen, Nachrichten). Technik-Kriterium erfüllt (AI_Literacies, KI_Sonstige). Kein Bezug zu sozialer Arbeit, Bias, Gender, Diversität, feministischer Theorie oder Fairness als substantielle Themen erkennbar. Journalismus ist kein Bereich der Sozialen Arbeit. SOZIAL-Kriterium nicht erfüllt → Exclude.",9,10,90.00%
YLAKP7Z2,Intersectional analysis of visual generative AI: The case of Stable Diffusion,Jääskeläinen (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Include,Include,Ja,,,Empirisch,Empirisch,0.95,"Das Paper analysiert Stable Diffusion (generative KI) mittels feministisch-intersektionaler Methodik explizit nach Crenshaw'scher Intersektionalität. Es untersucht Bias bzgl. Race, Gender, Ableism und weiterer Dimensionen in KI-generierten Bildern. TECHNIK_OK: Generative_KI. SOZIAL_OK: Bias_Ungleichheit, Gender, Diversitaet, Feministisch. Beide Bedingungen erfüllt → Include.",6,10,60.00%
YMABYPKF,What’s in a name? Auditing large language models for race and gender bias,Salinas (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Experimentell,Empirisch,0.97,"Das Paper untersucht systematisch intersektionale Biases (Rasse und Geschlecht) in GPT-4 und anderen LLMs via Auditing. Prompting ist substantielles Thema (42 Prompt-Templates, quantitative vs. qualitative Anker). Klare Technik-Dimension (Generative KI, Prompting) und soziale Dimension (Bias/Ungleichheit, Gender, Fairness) sind erfüllt. Intersektionale Analyse ohne explizit feministische Theorie (kein Verweis auf Crenshaw etc.), daher Feministisch = Nein.",9,10,90.00%
YMYHLMFS,Data feminism for AI,Klein (2024),Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Exclude,Include,Nein,Duplicate,,Theoretisch,Theoretisch,0.95,"Das Paper von D'Ignazio & Klein erweitert das Data-Feminism-Framework explizit auf KI-Forschung (KI_Sonstige). Es verwendet explizit feministische Theorie (D'Ignazio & Klein sind kanonische feministische Technikforscherinnen), behandelt intersektionale Prinzipien (Feministisch), Bias/Ungleichheit in KI-Systemen (Bias_Ungleichheit), Inklusion und Repräsentation (Diversitaet) sowie algorithmische Fairness (Fairness). Beide Bedingungen (Technik + Sozial) sind klar erfüllt.",7,10,70.00%
YN9JAREI,Faires KI-Prompting – Ein Leitfaden für Unternehmen,Gengler (2024),Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Theoretisch,Konzept,0.95,"Das Paper behandelt explizit feministisch-informierte KI-Kompetenz, Prompt-Engineering ('KI-FAIRNESS'-Framework) und diversity-reflektives Prompting zur Reduktion von Stereotypen und Diskriminierung in KI-generierten Inhalten. Feministische Perspektive ist explizit benannt, Fairness und Bias sind Kernthemen. TECHNIK (AI_Literacies, Generative_KI, Prompting) und SOZIAL (Bias_Ungleichheit, Gender, Diversitaet, Feministisch, Fairness) sind klar erfüllt.",8,10,80.00%
YPYQ2TCL,Assessing GPT's bias towards stigmatized social groups: An intersectional case study on nationality prejudice and psychophobia,Mei (2023),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Experimentell,Empirisch,0.78,"Das Paper untersucht Bias in GPT (Generative KI) gegenüber stigmatisierten sozialen Gruppen – konkret nationale Vorurteile und Psychophobie. Dies adressiert Bias/Ungleichheit und Diversität substantiell. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Bias_Ungleichheit, Diversitaet) sind erfüllt. Kein Abstract verfügbar, daher leicht reduziertes Confidence-Level.",8,10,80.00%
YRBP6IEJ,Introducing Generative Artificial Intelligence into the MSW Curriculum: A Proposal for the 2029 Educational Policy and Accreditation Standards,Rodriguez (2024),Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Konzept,Konzept,0.95,"Das Paper behandelt substantiell generative KI und KI-Kompetenzentwicklung im MSW-Curriculum (Master of Social Work), also direkt in der Sozialarbeitsausbildung. Es adressiert explizit Bias, Ethik, Transparenz und Fairness im KI-Kontext sowie den Schutz von Klientenwürde und Gleichheit. Alle relevanten Kategorien sind klar erfüllt: Technik (AI_Literacies + Generative_KI) und Sozial (Soziale_Arbeit + Bias_Ungleichheit + Fairness).",6,10,60.00%
YTDMY5W4,A framework for the learning and teaching of Critical AI Literacy skills (Version 0.1),Hauck (2025),Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Konzept,Konzept,0.92,"Das Paper entwickelt ein Framework für Critical AI Literacy mit explizitem Fokus auf LLMs (Generative KI), inkludiert Prompting-Praktiken als substantielles Element, und behandelt epistemische Ungerechtigkeit, Ungleichheiten sowie EDIA-Prinzipien (Equality, Diversity, Inclusion, Accessibility). Damit sind sowohl Technik-Kriterien (AI_Literacies, Generative_KI, Prompting) als auch Sozial-Kriterien (Bias_Ungleichheit, Diversitaet, Fairness) erfüllt.",9,10,90.00%
YUVR5YNQ,Self-debiasing large language models: Zero-shot recognition and reduction of stereotypes,Parrish (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Experimentell,Experimentell,0.75,"Der Titel deutet klar auf eine Studie zu Large Language Models (Generative_KI) hin, die Stereotypen in LLMs erkennt und reduziert (Bias_Ungleichheit, Fairness). Das 'Zero-shot'-Verfahren und 'Self-debiasing' implizieren Prompting-Strategien als zentrales Thema. Kein direkter Sozialarbeitsbezug, aber die Bias/Fairness-Dimension erfüllt die SOZIAL-Bedingung. Confidence leicht reduziert wegen fehlendem Abstract.",7,10,70.00%
YV53DKI2,Explainability through systematicity: The hard systematicity challenge,Santos (2024),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Include,Exclude,Nein,,Not_relevant_topic,Unclear,Theoretisch,0.95,"Rein philosophisches Paper über KI-Explainability und Systematizität im Sinne von Kohärenz und Konsistenz des KI-Denkens. Keine Verbindung zu sozialen Dimensionen, Bias, Fairness, Sozialer Arbeit oder anderen relevanten Kategorien. Auch keine technische KI-Implementierung, Generative KI oder AI Literacy Bezüge.",6,10,60.00%
